mnd,dir,loc,species,seeds
24,W,D,PHIN,0
24,W,D,PLPA2,0
24,W,D,LEFE,4
24,W,D,SPWR,0
24,W,D,plant,2.5
24,W,D,litter,2.5
24,W,D,gravel,1.5
24,W,D,dist,0
24,W,D,soil,2.5
24,W,E,ASMIM,0
24,W,E,CRCR3,0
24,W,E,DEOB,0
24,W,E,OECEC2,0
24,W,E,PHIN,0
24,W,E,PLPA2,0
24,W,E,LEFE,32
24,W,E,SPWR,0
24,W,E,plant,6.5
24,W,E,litter,1.5
24,W,E,gravel,0.1
24,W,E,dist,0
24,W,E,soil,0.9
25,E,B,ASMIM,0
25,E,B,CRCR3,0
25,E,B,DEOB,132
25,E,B,OECEC2,0
25,E,B,PHIN,0
25,E,B,PLPA2,0
25,E,B,LEFE,10
25,E,B,SPWR,2
25,E,B,plant,0
25,E,B,litter,2
25,E,B,gravel,5
25,E,B,dist,1
25,E,B,soil,1
25,E,D,ASMIM,0
25,E,D,CRCR3,12
25,E,D,DEOB,0
25,E,D,OECEC2,0
25,E,D,PHIN,2
25,E,D,PLPA2,0
25,E,D,LEFE,0
25,E,D,SPWR,0
25,E,D,plant,0.25
25,E,D,litter,1.25
25,E,D,gravel,6
25,E,D,dist,3
25,E,D,soil,-1.5
25,E,E,ASMIM,0
25,E,E,CRCR3,6
25,E,E,DEOB,0
25,E,E,OECEC2,0
25,E,E,PHIN,0
25,E,E,PLPA2,2
25,E,E,LEFE,2
25,E,E,SPWR,0
25,E,E,plant,3.5
25,E,E,litter,1.5
25,E,E,gravel,0.5
25,E,E,dist,0
25,E,E,soil,3.5
25,E,I,ASMIM,0
25,E,I,CRCR3,2
25,E,I,DEOB,1
25,E,I,OECEC2,0
25,E,I,PHIN,0
25,E,I,PLPA2,1
25,E,I,LEFE,1
25,E,I,SPWR,1
25,E,I,plant,0.25
25,E,I,litter,0.25
25,E,I,gravel,2
25,E,I,dist,0
25,E,I,soil,6.5
25,N,B,ASMIM,0
25,N,B,CRCR3,9
25,N,B,DEOB,194
25,N,B,OECEC2,0
25,N,B,PHIN,3
25,N,B,PLPA2,0
25,N,B,LEFE,4
25,N,B,SPWR,2
25,N,B,plant,0.1
25,N,B,litter,1.5
25,N,B,gravel,5
25,N,B,dist,0.5
25,N,B,soil,1.9
25,N,D,ASMIM,0
25,N,D,CRCR3,7
25,N,D,DEOB,72
25,N,D,LEFE,6
25,N,D,OECEC2,0
25,N,D,PHIN,0
25,N,D,PLPA2,1
25,N,D,SPWR,0
25,N,D,plant,1.75
25,N,D,litter,3
25,N,D,gravel,4
25,N,D,dist,0
25,N,D,soil,0.25
25,N,E,ASMIM,0
25,N,E,CRCR3,0
25,N,E,DEOB,0
25,N,E,LEFE,40
25,N,E,OECEC2,0
25,N,E,PHIN,1
25,N,E,PLPA2,8
25,N,E,SPWR,3
25,N,E,plant,4.5
25,N,E,litter,1
25,N,E,gravel,0.25
25,N,E,dist,0
25,N,E,soil,3.25
25,N,I,ASMIM,0
25,N,I,CRCR3,0
25,N,I,DEOB,0
25,N,I,OECEC2,0
25,N,I,PHIN,0
25,N,I,PLPA2,1
25,N,I,LEFE,19
25,N,I,SPWR,0
25,N,I,plant,0.1
25,N,I,litter,0
25,N,I,gravel,0.5
25,N,I,dist,0
25,N,I,soil,8.4
25,S,B,ASMIM,0
25,S,B,CRCR3,0
25,S,B,DEOB,48
25,S,B,LEFE,12
25,S,B,OECEC2,0
25,S,B,PHIN,0
25,S,B,PLPA2,1
25,S,B,SPWR,0
25,S,B,plant,0
25,S,B,litter,1
25,S,B,gravel,7.5
25,S,B,dist,0.25
25,S,B,soil,0.25
25,S,D,ASMIM,0
25,S,D,CRCR3,12
25,S,D,DEOB,58
25,S,D,LEFE,18
25,S,D,OECEC2,0
25,S,D,PHIN,0
25,S,D,PLPA2,0
25,S,D,SPWR,1
25,S,D,plant,0.1
25,S,D,litter,4.5
25,S,D,gravel,6
25,S,D,dist,0
25,S,D,soil,-1.6
25,S,E,ASMIM,0
25,S,E,CRCR3,1
25,S,E,DEOB,8
25,S,E,OECEC2,0
25,S,E,PHIN,17
25,S,E,PLPA2,13
25,S,E,LEFE,10
25,S,E,SPWR,0
25,S,E,plant,5
25,S,E,litter,2
25,S,E,gravel,0.1
25,S,E,dist,0
25,S,E,soil,1.9
25,S,I,ASMIM,0
25,S,I,CRCR3,0
25,S,I,DEOB,0
25,S,I,OECEC2,0
25,S,I,PHIN,0
25,S,I,PLPA2,0
25,S,I,LEFE,0
25,S,I,SPWR,0
25,S,I,plant,0.1
25,S,I,litter,0.25
25,S,I,gravel,0.25
25,S,I,dist,0
25,S,I,soil,8.4
25,W,B,ASMIM,0
25,W,B,CRCR3,1
25,W,B,DEOB,143
25,W,B,LEFE,9
25,W,B,OECEC2,0
25,W,B,PHIN,0
25,W,B,PLPA2,0
25,W,B,SPWR,1
25,W,B,plant,0.25
25,W,B,litter,0.5
25,W,B,gravel,5
25,W,B,dist,0.25
25,W,B,soil,3
25,W,D,ASMIM,0
25,W,D,CRCR3,2
25,W,D,DEOB,118
25,W,D,LEFE,11
25,W,D,OECEC2,1
25,W,D,PHIN,0
25,W,D,PLPA2,0
25,W,D,SPWR,0
25,W,D,plant,0
25,W,D,litter,1
25,W,D,gravel,3
25,W,D,dist,0
25,W,D,soil,5
25,W,E,ASMIM,0
25,W,E,CRCR3,15
25,W,E,DEOB,0
25,W,E,OECEC2,0
25,W,E,PHIN,128
25,W,E,PLPA2,8
25,W,E,LEFE,0
25,W,E,SPWR,0
25,W,E,plant,4
25,W,E,litter,1
25,W,E,gravel,0.5
25,W,E,dist,0
25,W,E,soil,3.5
25,W,I,ASMIM,0
25,W,I,CRCR3,0
25,W,I,DEOB,1
25,W,I,LEFE,3
25,W,I,OECEC2,0
25,W,I,PHIN,6
25,W,I,PLPA2,0
25,W,I,SPWR,0
25,W,I,plant,0
25,W,I,litter,0.5
25,W,I,gravel,1
25,W,I,dist,0
25,W,I,soil,7.5
27,E,B,ASMIM,4
27,E,B,CRCR3,12
27,E,B,DEOB,136
27,E,B,OECEC2,8
27,E,B,PHIN,0
27,E,B,PLPA2,0
27,E,B,LEFE,32
27,E,B,SPWR,0
27,E,B,plant,0
27,E,B,litter,1
27,E,B,gravel,5
27,E,B,dist,0
27,E,B,soil,3
27,E,D,ASMIM,0
27,E,D,CRCR3,20
27,E,D,DEOB,128
27,E,D,OECEC2,16
27,E,D,PHIN,28
27,E,D,PLPA2,4
27,E,D,LEFE,0
27,E,D,SPWR,0
27,E,D,plant,0.3
27,E,D,litter,0.2
27,E,D,gravel,3
27,E,D,dist,0
27,E,D,soil,5.5
27,E,E,ASMIM,20
27,E,E,CRCR3,0
27,E,E,DEOB,0
27,E,E,OECEC2,0
27,E,E,PHIN,2
27,E,E,PLPA2,0
27,E,E,LEFE,4
27,E,E,SPWR,0
27,E,E,plant,1.5
27,E,E,litter,1
27,E,E,gravel,0.25
27,E,E,dist,0
27,E,E,soil,6.25
27,E,I,ASMIM,0
27,E,I,CRCR3,0
27,E,I,DEOB,8
27,E,I,OECEC2,0
27,E,I,PHIN,0
27,E,I,PLPA2,4
27,E,I,LEFE,16
27,E,I,SPWR,4
27,E,I,plant,0.75
27,E,I,litter,0.1
27,E,I,gravel,0.5
27,E,I,dist,0
27,E,I,soil,7.65
27,N,B,ASMIM,2
27,N,B,CRCR3,0
27,N,B,DEOB,264
27,N,B,OECEC2,0
27,N,B,PHIN,2
27,N,B,PLPA2,0
27,N,B,LEFE,8
27,N,B,SPWR,0
27,N,B,plant,0.25
27,N,B,litter,2.5
27,N,B,gravel,4.5
27,N,B,dist,0
27,N,B,soil,1.75
27,N,D,ASMIM,0
27,N,D,CRCR3,0
27,N,D,DEOB,208
27,N,D,OECEC2,0
27,N,D,PHIN,0
27,N,D,PLPA2,0
27,N,D,LEFE,0
27,N,D,SPWR,0
27,N,D,plant,0
27,N,D,litter,1
27,N,D,gravel,2.5
27,N,D,dist,0.25
27,N,D,soil,5.25
27,N,E,ASMIM,0
27,N,E,CRCR3,0
27,N,E,DEOB,60
27,N,E,OECEC2,0
27,N,E,PHIN,4
27,N,E,PLPA2,0
27,N,E,LEFE,8
27,N,E,SPWR,4
27,N,E,plant,1.5
27,N,E,litter,2
27,N,E,gravel,0.1
27,N,E,dist,0
27,N,E,soil,5.4
27,N,I,ASMIM,0
27,N,I,CRCR3,0
27,N,I,DEOB,4
27,N,I,OECEC2,0
27,N,I,PHIN,6
27,N,I,PLPA2,2
27,N,I,LEFE,8
27,N,I,SPWR,0
27,N,I,plant,1
27,N,I,litter,0.5
27,N,I,gravel,0.1
27,N,I,dist,0
27,N,I,soil,7.4
27,W,B,ASMIM,4
27,W,B,CRCR3,0
27,W,B,DEOB,264
27,W,B,OECEC2,0
27,W,B,PHIN,0
27,W,B,PLPA2,4
27,W,B,LEFE,8
27,W,B,SPWR,0
27,W,B,plant,0.01
27,W,B,litter,2
27,W,B,gravel,3.5
27,W,B,dist,0.25
27,W,B,soil,3.24
27,W,D,ASMIM,0
27,W,D,CRCR3,0
27,W,D,DEOB,244
27,W,D,OECEC2,0
27,W,D,PHIN,0
27,W,D,PLPA2,0
27,W,D,LEFE,0
27,W,D,SPWR,0
27,W,D,plant,0
27,W,D,litter,2.5
27,W,D,gravel,4.5
27,W,D,dist,0.25
27,W,D,soil,1.75
27,W,E,ASMIM,0
27,W,E,CRCR3,4
27,W,E,DEOB,12
27,W,E,OECEC2,0
27,W,E,PHIN,0
27,W,E,PLPA2,0
27,W,E,LEFE,0
27,W,E,SPWR,0
27,W,E,plant,1
27,W,E,litter,1.5
27,W,E,gravel,0.25
27,W,E,dist,0
27,W,E,soil,6.25
27,W,I,ASMIM,0
27,W,I,CRCR3,0
27,W,I,DEOB,0
27,W,I,OECEC2,0
27,W,I,PHIN,0
27,W,I,PLPA2,0
27,W,I,LEFE,8
27,W,I,SPWR,0
27,W,I,plant,1
27,W,I,litter,0.5
27,W,I,gravel,0.25
27,W,I,dist,0
27,W,I,soil,7.25
29,E,B,ASMIM,0
29,E,B,CRCR3,4
29,E,B,DEOB,656
29,E,B,OECEC2,0
29,E,B,PHIN,0
29,E,B,PLPA2,0
29,E,B,LEFE,24
29,E,B,SPWR,0
29,E,B,plant,0.1
29,E,B,litter,0.5
29,E,B,gravel,6
29,E,B,dist,0
29,E,B,soil,2.4
29,E,D,ASMIM,0
29,E,D,CRCR3,0
29,E,D,DEOB,240
29,E,D,OECEC2,0
29,E,D,PHIN,8
29,E,D,PLPA2,0
29,E,D,LEFE,56
29,E,D,SPWR,0
29,E,D,plant,2.25
29,E,D,litter,0.1
29,E,D,gravel,5
29,E,D,dist,0.25
29,E,D,soil,1.4
29,E,E,ASMIM,8
29,E,E,CRCR3,0
29,E,E,DEOB,0
29,E,E,OECEC2,0
29,E,E,PHIN,8
29,E,E,PLPA2,0
29,E,E,LEFE,64
29,E,E,SPWR,0
29,E,E,plant,5.5
29,E,E,litter,0.1
29,E,E,gravel,0.25
29,E,E,dist,0
29,E,E,soil,3.15
29,E,I,ASMIM,0
29,E,I,CRCR3,0
29,E,I,DEOB,0
29,E,I,OECEC2,0
29,E,I,PHIN,4
29,E,I,PLPA2,0
29,E,I,LEFE,36
29,E,I,SPWR,0
29,E,I,plant,0.25
29,E,I,litter,0.1
29,E,I,gravel,0.25
29,E,I,dist,0
29,E,I,soil,8.4
29,N,B,ASMIM,0
29,N,B,CRCR3,0
29,N,B,DEOB,184
29,N,B,OECEC2,0
29,N,B,PHIN,0
29,N,B,PLPA2,0
29,N,B,LEFE,36
29,N,B,SPWR,0
29,N,B,plant,3
29,N,B,litter,0.25
29,N,B,gravel,4
29,N,B,dist,0.25
29,N,B,soil,1.5
29,N,D,ASMIM,0
29,N,D,CRCR3,0
29,N,D,DEOB,14
29,N,D,OECEC2,0
29,N,D,PHIN,0
29,N,D,PLPA2,0
29,N,D,LEFE,10
29,N,D,SPWR,0
29,N,D,plant,1
29,N,D,litter,0.1
29,N,D,gravel,3
29,N,D,dist,0
29,N,D,soil,4.9
29,N,E,ASMIM,0
29,N,E,CRCR3,0
29,N,E,DEOB,0
29,N,E,OECEC2,0
29,N,E,PHIN,12
29,N,E,PLPA2,0
29,N,E,LEFE,4
29,N,E,SPWR,0
29,N,E,plant,4
29,N,E,litter,0.5
29,N,E,gravel,1
29,N,E,dist,0
29,N,E,soil,3.5
29,N,I,ASMIM,0
29,N,I,CRCR3,0
29,N,I,DEOB,0
29,N,I,OECEC2,0
29,N,I,PHIN,0
29,N,I,PLPA2,0
29,N,I,LEFE,16
29,N,I,SPWR,0
29,N,I,plant,0.1
29,N,I,litter,0.1
29,N,I,gravel,2.5
29,N,I,dist,0
29,N,I,soil,6.3
